time,counter,Bin 10,Bin 13,Bin5 MToF,Bin 9,Bin 12,Bin 15,Bin 14,Pressure,Bin 8,Bin 7,SFR,PM2.5,PM10,Bin 2,Bin 3,Checksum,Bin7 MToF,Bin 5,Bin 4,Bin 11,Sampling Period,Bin1 MToF,Bin 1,Bin 6,PM1,Temperature,Bin 0,Bin3 MToF
710.2931668758392,1179,0,0,8.333333333333334,0,0,0,0,,0,0,3.878645181655884,106.17129516601562,122.29788970947266,21,4,407,0.0,2,2,0,0.5258880257606506,6.333333333333333,54,19,79.47834014892578,,305,6.666666666666667
710.8910346031189,1180,0,0,16.0,0,0,0,0,,0,0,3.886324644088745,102.75675964355469,116.32749938964844,15,5,390,0.0,4,0,0,0.5036159753799438,6.333333333333333,55,15,79.15494537353516,,296,9.333333333333334
711.4994559288025,1181,0,0,20.333333333333332,0,0,0,0,,0,0,3.890343189239502,105.22953033447266,125.34019470214844,16,3,378,0.0,1,3,0,0.5028053522109985,6.333333333333333,55,23,76.04133605957031,,277,7.333333333333333
712.1014699935913,1182,0,0,0.0,0,0,0,0,,0,0,3.892538547515869,104.7844009399414,117.77689361572266,22,2,385,0.0,0,1,0,0.5045120120048523,6.333333333333333,64,15,81.18124389648438,,281,4.0
712.7109982967377,1183,0,0,12.666666666666666,0,0,0,0,,0,1,3.893589735031128,102.11024475097656,117.05200958251953,18,7,386,12.333333333333334,2,0,0,0.5047039985656738,6.333333333333333,55,13,79.00238037109375,,290,8.666666666666666
713.3101363182068,1184,0,0,11.666666666666666,0,0,0,0,,0,0,3.894162893295288,112.50283813476562,127.3767318725586,25,5,405,0.0,1,0,0,0.5037226676940918,6.333333333333333,67,17,85.41365814208984,,290,8.0
713.921581029892,1185,0,0,16.333333333333332,0,0,0,0,,0,0,3.8944499492645264,97.4554443359375,112.02980041503906,17,0,365,0.0,1,4,0,0.5157973170280457,6.333333333333333,60,17,73.58623504638672,,266,0.0
714.5211124420166,1186,0,0,7.0,0,0,0,0,,0,0,3.8131017684936523,108.43527221679688,124.69970703125,22,2,401,0.0,3,0,0,0.5047039985656738,6.666666666666667,41,18,81.97752380371094,,315,8.333333333333334
715.1202049255371,1187,0,0,23.666666666666668,0,0,0,0,,0,1,3.853487014770508,113.64313507080078,132.0317840576172,16,3,418,12.333333333333334,1,0,0,0.5037013292312622,6.333333333333333,74,17,87.8021469116211,,306,13.333333333333334
715.7210347652435,1188,0,0,12.0,0,0,0,0,,0,0,3.775184154510498,109.92105865478516,121.79756164550781,21,5,396,0.0,2,0,0,0.5064106583595276,6.666666666666667,69,13,85.91439819335938,,286,7.666666666666667
