Counter,Time,PM2.5,Bin 11,Bin5 MToF,PM1,Bin 8,Temperature,SFR,Bin1 MToF,Bin 3,Bin 14,PM10,Checksum,Bin 13,Bin 2,Bin 10,Pressure,Sampling Period,Bin 6,Bin 4,Bin 12,Bin7 MToF,Bin 9,Bin 7,Bin 1,Bin 15,Bin 5,Bin 0,Bin3 MToF
239,142.9537796974182,758.6364135742188,0,0.0,572.283935546875,0,,4.622724533081055,5.333333333333333,101,0,761.9573974609375,2471,0,507,0,,0.5034453272819519,0,8,0,0.0,0,0,978,0,0,877,7.333333333333333
240,143.55259323120117,714.0112915039062,0,9.333333333333334,542.3901977539062,0,,4.623861789703369,5.333333333333333,79,0,717.2572021484375,2366,0,474,0,,0.5043200254440308,0,6,0,0.0,0,0,906,0,3,898,7.666666666666667
241,144.15077686309814,766.9964599609375,0,9.333333333333334,580.3162841796875,0,,4.6244306564331055,5.333333333333333,109,0,770.6165161132812,2552,0,502,0,,0.5033599734306335,0,8,0,0.0,0,0,951,0,2,980,7.0
242,144.74951815605164,727.4564208984375,0,8.0,550.6892700195312,0,,4.624715328216553,5.333333333333333,96,0,732.9462890625,2426,0,472,0,,0.504256010055542,3,7,0,0.0,0,0,912,0,2,934,7.666666666666667
243,145.34777283668518,728.9271240234375,0,7.0,544.3483276367188,0,,4.6248579025268555,5.333333333333333,94,0,733.308349609375,2331,0,508,0,,0.5035306811332703,1,10,0,0.0,0,0,927,0,3,788,7.333333333333333
244,145.94773030281067,753.3331298828125,0,10.0,568.5330810546875,0,,4.624928951263428,5.333333333333333,114,0,756.8978271484375,2484,0,491,0,,0.5043839812278748,0,6,0,0.0,0,0,969,0,2,902,7.333333333333333
245,146.54612612724304,697.155029296875,0,5.666666666666667,530.4500122070312,0,,4.624964237213135,5.333333333333333,91,0,700.9854736328125,2330,0,443,0,,0.503765344619751,1,5,0,0.0,0,0,897,0,2,891,7.666666666666667
246,147.14591073989868,753.8113403320312,0,10.333333333333334,560.9226684570312,0,,4.624981880187988,5.333333333333333,111,0,757.8499755859375,2430,0,530,0,,0.5041706562042236,0,14,0,0.0,0,0,921,0,3,851,7.666666666666667
247,147.74429392814636,815.5684204101562,0,6.666666666666667,606.5962524414062,0,,4.48483943939209,5.666666666666667,106,0,820.6510620117188,2526,0,565,0,,0.5034880042076111,1,9,0,0.0,0,0,969,0,5,871,8.0
248,148.34415745735168,837.9034423828125,0,9.0,622.5123291015625,0,,4.5538411140441895,5.333333333333333,125,0,844.37744140625,2652,0,575,0,,0.5041919946670532,3,13,0,0.0,0,0,1020,0,2,914,7.333333333333333
249,148.94255304336548,813.3892211914062,0,0.0,607.3858642578125,0,,4.589145183563232,5.333333333333333,122,0,817.2281494140625,2579,0,552,0,,0.5034453272819519,0,11,0,0.0,0,0,1048,0,0,846,7.333333333333333
250,149.5416624546051,744.1859130859375,0,0.0,559.8948974609375,0,,4.6070027351379395,5.333333333333333,93,0,747.554931640625,2419,0,510,0,,0.5046613216400146,0,12,0,0.0,0,0,929,0,0,875,7.333333333333333
251,150.13966250419617,752.2476806640625,0,8.0,566.1082153320312,0,,4.615983963012695,5.333333333333333,98,0,755.8921508789062,2440,0,506,0,,0.5036799907684326,0,8,0,0.0,0,0,964,0,3,861,7.333333333333333
252,150.7395098209381,758.372802734375,0,7.333333333333333,570.2749633789062,0,,4.620487213134766,5.333333333333333,114,0,762.7491455078125,2476,0,497,0,,0.5042773485183716,1,8,0,0.0,0,0,984,0,2,870,7.666666666666667
253,151.33773565292358,721.990234375,0,7.666666666666667,545.573486328125,0,,4.622742176055908,5.333333333333333,100,0,726.7523803710938,2400,0,472,0,,0.5034880042076111,2,9,0,0.0,0,0,894,0,1,922,7.333333333333333
254,151.93623781204224,733.9061889648438,0,7.666666666666667,554.0846557617188,0,,4.623870372772217,5.333333333333333,114,0,738.1275634765625,2422,0,462,0,,0.5039573311805725,1,11,0,0.0,0,0,969,0,1,864,7.333333333333333
255,152.53468990325928,723.4673461914062,0,4.0,543.6508178710938,0,,4.624434947967529,5.333333333333333,112,0,728.4580688476562,2385,0,476,0,,0.5033173561096191,2,8,0,0.0,0,0,898,0,2,887,7.333333333333333
256,153.13334131240845,757.7818603515625,0,8.666666666666666,571.1336059570312,0,,4.6247172355651855,5.333333333333333,121,0,762.250244140625,2507,0,488,0,,0.5040640234947205,1,6,0,0.0,0,0,967,0,3,921,7.333333333333333
257,153.7316951751709,749.75,0,10.333333333333334,569.6441040039062,0,,4.624858379364014,5.333333333333333,97,0,753.8839111328125,2509,0,478,0,,0.5033599734306335,1,12,0,0.0,0,0,950,0,1,970,7.0
258,154.3302721977234,736.2333374023438,0,7.666666666666667,556.8986206054688,0,,4.624928951263428,5.333333333333333,95,0,740.3003540039062,2437,0,485,0,,0.5039786696434021,1,10,0,0.0,0,0,929,0,1,916,7.333333333333333
259,154.92868399620056,729.9530639648438,0,8.666666666666666,551.5585327148438,0,,4.624964237213135,5.333333333333333,102,0,733.766357421875,2427,0,466,0,,0.5033386945724487,0,17,0,0.0,0,0,928,0,3,911,7.333333333333333
260,155.52736854553223,725.7210083007812,0,6.0,549.9817504882812,0,,4.624981880187988,5.333333333333333,115,0,730.8129272460938,2442,0,448,0,,0.5041066408157349,2,6,0,0.0,0,0,928,0,4,939,7.666666666666667
261,156.12575554847717,819.4768676757812,0,10.0,603.8134765625,0,,4.624990463256836,5.333333333333333,128,0,824.475341796875,2569,0,600,0,,0.5035093426704407,1,11,0,0.0,0,0,1006,0,2,821,7.666666666666667
262,156.72557616233826,796.08642578125,0,9.0,595.8875732421875,0,,4.624995231628418,5.333333333333333,112,0,799.9369506835938,2568,0,545,0,,0.504149317741394,0,13,0,0.0,0,0,1018,0,1,879,7.666666666666667
263,157.3239040374756,852.7830810546875,0,12.0,635.1854248046875,0,,4.484846591949463,5.666666666666667,128,0,857.3821411132812,2652,0,565,0,,0.5034239888191223,0,13,0,0.0,0,0,1054,0,4,888,7.0
264,157.92258954048157,806.1032104492188,0,10.0,599.2208862304688,0,,4.553844928741455,5.333333333333333,121,0,813.330322265625,2540,0,535,0,,0.5041066408157349,4,12,0,0.0,0,0,1031,0,4,833,7.666666666666667
265,158.52098965644836,833.7098999023438,0,6.666666666666667,617.0030517578125,0,,4.589146614074707,5.333333333333333,129,0,838.0982055664062,2613,0,593,0,,0.5034880042076111,0,10,0,0.0,0,0,1030,0,3,848,7.666666666666667
266,159.12087655067444,752.7742919921875,0,9.333333333333334,566.7986450195312,0,,4.467924118041992,5.666666666666667,95,0,757.2163696289062,2371,0,481,0,,0.5041919946670532,1,10,0,0.0,0,0,948,0,3,833,7.333333333333333
267,159.7193500995636,797.8361206054688,0,7.0,599.3798217773438,0,,4.54510498046875,5.333333333333333,121,0,802.44189453125,2564,0,517,0,,0.5037226676940918,1,8,0,0.0,0,0,1002,0,2,913,7.0
268,160.31913232803345,730.8348388671875,0,7.0,556.4329833984375,0,,4.584704399108887,5.333333333333333,92,0,733.9539184570312,2417,0,467,0,,0.5042346715927124,0,5,0,0.0,0,0,932,0,1,920,7.333333333333333
269,160.91745948791504,756.9498291015625,0,0.0,574.990234375,0,,4.604763507843018,5.333333333333333,84,0,760.2140502929688,2490,0,494,0,,0.5034239888191223,0,13,0,0.0,0,0,971,0,0,928,7.0
270,161.51608610153198,807.7335205078125,0,8.666666666666666,601.056884765625,0,,4.614859580993652,5.333333333333333,116,0,812.6546020507812,2584,0,560,0,,0.5042133331298828,1,17,0,0.0,0,0,1016,0,2,872,7.0
271,162.11435389518738,886.4963989257812,0,5.0,645.8438720703125,0,,4.619924068450928,5.333333333333333,187,0,892.7327270507812,2753,0,620,0,,0.5036799907684326,1,20,0,0.0,0,0,1132,0,4,789,7.333333333333333
272,162.71489787101746,877.1536865234375,0,5.666666666666667,649.4956665039062,0,,4.62246036529541,5.333333333333333,123,0,884.2278442382812,2766,0,631,0,,0.5047253370285034,4,10,0,0.0,0,0,1105,0,1,892,7.333333333333333
273,163.31261324882507,845.354736328125,0,10.0,631.9341430664062,0,,4.623729705810547,5.333333333333333,132,0,849.5667724609375,2710,0,565,0,,0.5033599734306335,0,11,0,0.0,0,0,1113,0,2,887,7.333333333333333
274,163.911071062088,832.5317993164062,0,10.333333333333334,616.799560546875,0,,4.624364376068115,5.333333333333333,137,0,837.6194458007812,2647,0,580,0,,0.5038933157920837,1,13,0,0.0,0,0,1054,0,2,860,7.666666666666667
275,164.50966620445251,870.7960815429688,0,7.666666666666667,640.295166015625,0,,4.6246819496154785,5.333333333333333,151,0,876.8134155273438,2712,0,617,0,,0.5035093426704407,2,14,0,0.0,0,0,1123,0,1,804,8.0
276,165.108736038208,795.7964477539062,0,11.666666666666666,593.582763671875,0,,4.62484073638916,5.333333333333333,118,0,799.6754150390625,2557,0,555,0,,0.5049600005149841,0,11,0,0.0,0,0,1007,0,1,865,7.333333333333333
277,165.70836901664734,822.2761840820312,0,7.333333333333333,606.8629760742188,0,,4.624919891357422,5.333333333333333,141,0,828.1224975585938,2617,0,582,0,,0.5041706562042236,2,13,0,0.0,0,0,1010,0,2,867,7.666666666666667
278,166.30891799926758,895.632080078125,0,11.333333333333334,658.6116943359375,0,,4.484810829162598,5.666666666666667,151,0,901.98046875,2733,0,624,0,,0.5055573582649231,2,11,0,0.0,0,0,1091,0,3,851,7.333333333333333
279,166.90776300430298,797.2926635742188,0,8.333333333333334,598.2145385742188,0,,4.4178924560546875,5.666666666666667,102,0,801.97216796875,2473,0,518,0,,0.5043200254440308,1,9,0,0.0,0,0,968,0,3,872,7.0
280,167.5083932876587,793.5853881835938,0,0.0,599.5623779296875,0,,4.519074440002441,5.333333333333333,98,0,797.7825317382812,2555,0,519,0,,0.5054506659507751,1,10,0,0.0,0,0,989,0,0,938,8.0
281,168.10685181617737,762.1101684570312,0,8.0,572.0234985351562,0,,4.571423530578613,5.333333333333333,113,0,768.0036010742188,2486,0,504,0,,0.5034239888191223,3,8,0,0.0,0,0,913,0,2,943,7.333333333333333
282,168.7053599357605,797.9058227539062,0,0.0,593.4490966796875,0,,4.459508419036865,5.666666666666667,118,0,802.533447265625,2472,0,542,0,,0.5039146542549133,1,12,0,0.0,0,0,943,0,0,856,7.666666666666667
283,169.30374813079834,894.0162963867188,0,6.666666666666667,659.0006103515625,0,,4.405580520629883,5.666666666666667,124,0,900.396728515625,2665,0,613,0,,0.5032320022583008,2,18,0,0.0,0,0,1071,0,3,834,7.666666666666667
284,169.90231943130493,799.7940063476562,0,8.666666666666666,599.17041015625,0,,4.512624740600586,5.333333333333333,111,0,804.5052490234375,2522,0,522,0,,0.5038933157920837,1,13,0,0.0,0,0,1015,0,2,858,7.666666666666667
